,cluster_0,cluster_1,cluster_2,cluster_3
0,4175.729274193547,1157.9030429036898,2862.37592843254,8872.987761260772
1,4346.226774193548,1208.0030810091357,2880.78628636564,8853.828628403422
2,4489.040322580646,1241.8348380721795,2883.5786955865583,8830.240597372978
3,4612.327620967744,1265.9368711905552,2887.473100332143,8806.227991839116
4,4720.543911290323,1280.3733479019577,2886.489662716074,8776.708080036637
5,4824.566129032259,1301.2946074755578,2879.920077411647,8744.91556163142
6,4915.791048387096,1309.762229636145,2884.4058058399837,8687.447997934141
7,4998.504919354838,1314.2400149834316,2882.0692890515984,8638.908850039788
8,5079.759314516128,1320.3101844749538,2874.1148428260412,8608.248461575487
9,5156.8503629032275,1323.864771918549,2867.596946604996,8581.545240627347
10,5236.891088709678,1322.6091222010264,2858.9157488146534,8549.796774213439
11,5298.388790322583,1320.1982747434058,2854.4151816678686,8510.160433579424
12,5359.1337096774205,1316.6394046869125,2848.65078040684,8474.646801424893
13,5418.280887096776,1316.7718422324322,2836.678751589807,8438.928070052758
14,5484.003387096776,1311.7779439273322,2825.8809647020626,8400.473974848148
15,5547.590443548389,1307.4585088990868,2818.298483489848,8362.348380930707
16,5630.043145161291,1303.799186865199,2810.1676101125477,8322.417677183465
17,5701.403830645161,1299.0704052033893,2804.584083566423,8286.22864026727
18,5756.187943548388,1295.3249814745736,2796.6756806776343,8247.08523819687
19,5825.1212903225805,1291.6441340169422,2781.193982078116,8207.452653462145
20,5884.114838709676,1289.3574743908732,2766.8859375430807,8154.076641872081
21,5940.404516129031,1284.6003557468098,2752.1376971117325,8115.675315799422
22,5994.758467741935,1279.4916551818328,2736.2181983352575,8071.7726714131495
23,6059.390201612902,1276.0619376677157,2717.9178748851205,8025.847263781079
24,6118.506653225806,1272.1950801813575,2698.9354606820525,7986.8675250398755
25,6198.532016129033,1268.1913513677944,2681.048709603425,7945.724180982626
26,6261.166572580645,1263.2907298988716,2666.3221866923736,7903.886764805531
27,6328.625080645162,1258.0672270740117,2646.583566427088,7857.070976992682
28,6392.580846774194,1254.3361536276834,2631.5231137289284,7808.824289694434
29,6449.070241935484,1247.59152085932,2612.305927227862,7765.864417841416
30,6498.24689516129,1244.269430463848,2594.1699164461893,7728.641550875188
31,6566.565725806451,1240.8181875259859,2579.1147681982125,7682.630989988495
32,6621.611008064516,1239.85563131223,2564.494436969707,7640.676555297205
33,6671.325362903226,1234.5526582900975,2549.7241469281166,7601.744032946669
34,6727.9376612903225,1231.0577322139427,2535.657442038329,7563.643526751066
35,6781.707822580645,1226.7813480331547,2521.1597085433045,7527.6874019100715
36,6833.480806451613,1218.2940485999043,2504.0965591529202,7492.896243304175
37,6887.266330645161,1213.140511873209,2486.647357182407,7456.480661168863
38,6938.071451612903,1206.9650029890552,2468.036886323495,7417.257588757689
39,6991.1349193548385,1200.8557678900295,2450.2393714505856,7386.42264405482
40,7042.677459677419,1192.8814715689323,2431.844143798947,7351.340141709682
41,7103.898629032259,1184.9772304664712,2415.5552479136395,7313.251462862255
42,7159.512338709677,1177.5039466727198,2398.8233553255923,7277.2121400054675
43,7222.8075,1169.1880686920867,2382.9074382549124,7240.753707926569
44,7274.472943548387,1159.4188661484536,2364.1421763946255,7203.449532455318
45,7326.583911290323,1152.3623624773916,2349.059028551409,7164.235606326221
46,7382.597056451613,1146.4511593696473,2334.095369836075,7128.206930405308
47,7439.286169354839,1140.3224754717446,2320.037303484021,7089.390914960596
48,7485.436330645161,1133.0612325338939,2303.7908883896803,7052.346984549557
49,7539.14504032258,1127.9525319689205,2291.0361175001935,7016.738422125701
50,7596.5869354838715,1122.6859782966046,2277.8911040231055,6981.4708364563185
51,7646.37810483871,1116.4877695391392,2265.556448003188,6945.295343124359
52,7692.5129032258055,1110.653266432202,2252.812882998847,6909.757684085047
53,7740.78314516129,1103.8871082401126,2241.55746520909,6873.26644474975
54,7786.917943548387,1108.9599330988613,2231.329001597229,6840.335638075974
55,7830.272056451612,1093.5477297090326,2221.922101327689,6806.494666708435
56,7879.187540322581,1090.2758653022534,2214.7128829988483,6770.2520113595665
57,7925.184072580645,1085.2278572025102,2207.626899171355,6736.062976201915
58,7976.92633064516,1078.0957668070312,2203.4780042926486,6704.602571120783
59,8033.661532258064,1074.185314829628,2198.528085155181,6670.190287047053
60,8078.229314516129,1070.35662662721,2184.376656583753,6636.769621592178
61,8130.294193548386,1065.8858479361531,2180.5358479584183,6601.47943407496
62,8173.3564112903205,1060.4864812119497,2174.928678147098,6568.7165461965515
63,8217.847379032257,1058.3052382740957,2170.2457670958834,6535.891113868891
64,8270.081249999997,1053.5194190650532,2165.7066296295784,6502.894590605412
65,8315.079193548387,1049.9964247147748,2159.4832873115174,6466.749531489119
66,8358.126048387097,1046.970455828484,2156.114877608013,6430.7197595261905
67,8406.734274193548,1042.8434020520056,2151.2471148047775,6400.353873321773
68,8447.061895161289,1037.8103819824582,2144.941616152487,6365.557707682853
69,8484.101854838711,1035.2922778328307,2157.082376084891,6333.519033492574
70,8523.553790322581,1032.6269794556529,2153.271440863824,6301.699624129415
71,8562.299032258064,1029.6524306296558,2150.4071739285605,6267.4193837675075
72,8597.295725806454,1027.2644818083552,2128.964370694057,6237.3120363855605
73,8631.647177419358,1025.286499124122,2125.9656644945967,6197.2737063713985
74,8668.71786290323,1024.402238701647,2121.693535114545,6159.723510032413
75,8702.869596774197,1021.4266906717999,2111.4650715026833,6126.889399787644
76,8737.03669354839,1019.238261110272,2108.587438254913,6087.83913404565
77,8768.46919354839,1017.5178959390598,2104.3153088748595,6051.742563391614
78,8803.972862903227,1017.9274697043668,2099.7145541578775,6017.260704090202
79,8832.056250000001,1016.0741958759751,2104.007222621489,5981.641309847741
80,8862.751330645164,1014.5736529379952,2087.0419396026214,5944.98276768961
81,8891.08052419355,1012.8702269521723,2087.1035568532952,5904.054947809327
82,8917.996330645165,1008.4710859485247,2078.703071678093,5868.047207653111
83,8946.709596774195,1005.9786017436113,2060.9162253169065,5831.505614095247
84,8973.763669354841,1004.1164690381665,2049.6197293600317,5794.8438813155735
85,8999.48116935484,1005.8724552246248,2038.6201137713815,5756.7845392214
86,9025.843911290325,1001.3037053762652,2028.5260905460166,5719.175316902141
87,9049.948306451615,1000.2633098960349,2017.4966026753955,5685.740933737649
88,9080.643387096776,998.7063042463157,2004.8650662872572,5647.380436437676
89,9106.622056451615,998.8753122796983,1993.486413996152,5611.186448744232
90,9132.738991935485,997.473766315678,1981.0808075271486,5572.083127620754
91,9153.81689516129,995.0973514585205,1968.777896475936,5537.43017181366
92,9204.391572580646,993.7489701025363,1960.1828635272175,5534.836246931497
93,9229.14120967742,992.343639269086,1948.290734147167,5494.477278061697
94,9249.251250000003,991.3550179887642,1936.1771681252885,5458.000459825607
95,9268.316612903225,989.4802355793963,1925.3119929231345,5416.237110435562
96,9286.321935483873,986.8110830370241,1913.9538797155867,5379.674067883136
97,9303.651290322583,984.88097004267,1901.876898583511,5338.674357994125
98,9320.796290322582,983.1280655387702,1889.5739875322977,5296.243221636852
99,9339.446854838712,981.6642696598009,1877.1683810632967,5257.934707186602
100,9354.425685483875,979.9590675865837,1865.2762516832402,5223.56301904831
101,9370.111209677423,979.3178136300694,1854.965631737149,5185.61780851842
102,9386.995040322583,977.584924598256,1842.5600252681472,5145.425306651145
103,9400.760201612906,975.8156444671573,1832.1261708207103,5113.51617102065
104,9416.24600806452,974.7702968649236,1823.787302896181,5078.324951428023
105,9434.958024193551,974.0312573169027,1811.6897826805473,5046.506113884723
106,9447.386612903229,973.1176081701929,1802.919594001302,5015.513752541501
107,9459.83056451613,972.178153356766,1794.0877880713824,4987.624131833132
108,9474.471411290324,970.7357231082372,1786.6937179905196,4957.976909699861
109,9486.408387096777,969.1581617577226,1777.5332867236723,4926.488737270935
110,9498.821612903228,968.3991506210491,1770.6732328153166,4898.134354380246
111,9512.44850806452,967.1518061122213,1759.0481115215175,4869.1857709686155
